Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,house_age,total_bathrooms,total_area,quality_score
1244,20,RL,107.0,13891.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10.0,5.0,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,Ex,TA,PConc,Ex,Gd,Gd,GLQ,1386.0,Unf,0,690.0,2052,GasA,Ex,Y,SBrkr,2076.0,0,0,2076.0,1.0,0,2,1,2.0,1,Ex,7,Typ,1.0,Attchd,2006.0,Fin,3.0,850.0,TA,TA,Y,216,170,0,0,0,0,0,9,2006,New,Partial,465000.0,0.0,3.5,4128.0,50.0
1245,70,RL,69.0,11435.0,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8.0,7.0,1929,1950,Gable,CompShg,BrkFace,Stucco,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,792.0,792,GasA,Fa,Y,SBrkr,792.0,725,0,1517.0,0.0,0,1,0,3.0,1,Gd,7,Typ,2.0,Detchd,1931.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,230000.0,77.0,1.0,2309.0,56.0
1246,80,RL,78.0,12090.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6.0,7.0,1984,2003,Hip,CompShg,VinylSd,VinylSd,74.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0,585.0,585,GasA,Ex,Y,SBrkr,1140.0,728,0,1868.0,0.0,0,3,1,3.0,1,TA,7,Typ,1.0,BuiltIn,1984.0,Fin,2.0,477.0,TA,TA,Y,268,112,0,0,0,0,0,1,2007,WD,Abnorml,178000.0,23.0,3.5,2453.0,42.0
1247,60,FV,65.0,8125.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7.0,5.0,2005,2006,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,756.0,756,GasA,Ex,Y,SBrkr,756.0,797,0,1553.0,0.0,0,2,1,3.0,1,Gd,6,Typ,0.0,Attchd,2005.0,RFn,2.0,615.0,TA,TA,Y,0,45,0,0,0,0,0,3,2006,New,Partial,186500.0,1.0,2.5,2309.0,35.0
1248,80,RL,69.0,12328.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6.0,5.0,1976,1976,Gable,CompShg,HdBoard,HdBoard,335.0,TA,TA,CBlock,TA,TA,Av,GLQ,539.0,Unf,0,473.0,1012,GasA,TA,Y,SBrkr,1034.0,0,0,1034.0,1.0,0,1,0,3.0,1,TA,6,Typ,0.0,Attchd,1976.0,Unf,3.0,888.0,TA,TA,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,169900.0,34.0,2.0,2046.0,30.0
1249,75,RM,60.0,9600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6.0,5.0,1917,1950,Gable,CompShg,AsbShng,AsbShng,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,319.0,Unf,0,416.0,735,OthW,Fa,N,SBrkr,1134.0,924,0,2058.0,0.0,0,1,1,3.0,1,TA,8,Typ,1.0,Detchd,1950.0,Unf,2.0,396.0,Fa,Fa,P,0,0,0,0,0,0,0,4,2008,WD,Normal,129500.0,91.0,1.5,2793.0,30.0
1250,20,RL,60.0,7200.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,7.0,1950,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,534.0,Rec,0,246.0,876,GasA,TA,Y,SBrkr,988.0,0,0,988.0,0.0,0,1,0,3.0,1,TA,6,Typ,0.0,Attchd,1950.0,Unf,1.0,276.0,TA,TA,Y,0,80,0,0,0,0,0,5,2007,WD,Normal,119000.0,57.0,1.0,1864.0,35.0
1251,20,RL,93.0,11160.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7.0,5.0,1968,1968,Hip,CompShg,BrkFace,BrkFace,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,1065.0,Unf,0,1045.0,2052,GasA,Ex,Y,SBrkr,2110.0,0,0,2110.0,1.0,0,2,1,3.0,1,Ex,8,Typ,2.0,Attchd,1968.0,Fin,2.0,522.0,TA,TA,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,244000.0,42.0,3.5,4162.0,35.0
1252,120,RL,69.0,3136.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7.0,5.0,2003,2003,Gable,CompShg,VinylSd,Wd Shng,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1405.0,1405,GasA,Ex,Y,SBrkr,1405.0,0,0,1405.0,0.0,0,2,0,2.0,1,Gd,6,Typ,1.0,Attchd,2003.0,RFn,2.0,478.0,TA,TA,Y,148,36,0,0,0,0,0,3,2006,WD,Normal,171750.0,3.0,2.0,2810.0,35.0
1253,20,RL,62.0,9858.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5.0,6.0,1968,1968,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,BLQ,510.0,Unf,0,354.0,864,GasA,TA,Y,SBrkr,874.0,0,0,874.0,1.0,0,1,0,3.0,1,TA,5,Typ,0.0,Attchd,1968.0,RFn,1.0,288.0,TA,TA,Y,33,0,0,0,0,0,0,11,2009,WD,Normal,130000.0,41.0,2.0,1738.0,30.0
1254,60,RL,69.0,17542.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7.0,7.0,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,125.0,ALQ,0,36.0,1192,GasA,TA,Y,SBrkr,1516.0,651,0,2167.0,1.0,0,2,1,3.0,1,Gd,9,Typ,2.0,Attchd,1974.0,RFn,2.0,518.0,TA,TA,Y,220,47,0,0,0,0,0,7,2007,WD,Normal,294000.0,33.0,3.5,3359.0,49.0
1255,60,RL,60.0,6931.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7.0,5.0,2003,2004,Gable,CompShg,VinylSd,VinylSd,92.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,746.0,746,GasA,Ex,Y,SBrkr,760.0,896,0,1656.0,0.0,0,2,1,3.0,1,Gd,7,Typ,1.0,BuiltIn,2003.0,Fin,2.0,397.0,TA,TA,Y,178,128,0,0,0,0,0,7,2008,WD,Normal,165400.0,5.0,2.5,2402.0,35.0
1256,50,RM,52.0,6240.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6.0,6.0,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,425.0,Unf,0,459.0,884,GasA,TA,Y,FuseA,959.0,408,0,1367.0,0.0,0,1,0,3.0,1,TA,6,Typ,1.0,Detchd,1978.0,Unf,1.0,560.0,TA,TA,Y,0,0,0,0,0,0,0,11,2007,WD,Normal,127500.0,76.0,1.0,2251.0,36.0
1257,20,RL,91.0,14303.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8.0,5.0,1994,1994,Hip,CompShg,HdBoard,HdBoard,410.625,Gd,TA,PConc,Gd,TA,Gd,GLQ,1314.0,Unf,0,672.0,1986,GasA,Ex,Y,SBrkr,1987.0,0,0,1987.0,1.0,0,2,0,2.0,1,Gd,7,Typ,1.0,Attchd,1994.0,Fin,2.0,691.0,TA,TA,Y,262,36,0,0,0,0,0,8,2008,WD,Normal,301500.0,14.0,3.0,3973.0,40.0
1258,30,RL,56.0,4060.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5.0,7.5,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0,864.0,864,GasA,Ex,Y,SBrkr,864.0,0,0,864.0,0.0,0,1,0,2.0,1,TA,4,Typ,0.0,Attchd,1980.0,Unf,0.0,0.0,TA,TA,Y,0,96,0,0,0,0,0,7,2009,WD,Normal,99900.0,87.0,1.0,1728.0,37.5
1259,80,RL,59.0,9587.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7.0,5.0,2005,2005,Gable,CompShg,VinylSd,VinylSd,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,655.0,Unf,0,201.0,856,GasA,Ex,Y,SBrkr,1166.0,0,0,1166.0,1.0,0,2,0,2.0,1,Gd,5,Typ,0.0,Attchd,2005.0,Fin,2.0,400.0,TA,TA,Y,212,0,0,0,0,0,0,7,2008,WD,Normal,190000.0,3.0,3.0,2022.0,35.0
1260,20,RL,65.0,9750.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,7.5,1969,1969,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,602.0,LwQ,0,14.0,1054,GasA,Gd,Y,SBrkr,1054.0,0,0,1054.0,1.0,0,1,1,3.0,1,TA,6,Typ,0.0,Attchd,1969.0,Unf,2.0,460.0,TA,TA,Y,180,0,0,0,0,0,0,7,2008,WD,Normal,151000.0,39.0,2.5,2108.0,45.0
1261,60,RL,69.0,17673.5,Pave,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6.0,5.0,1999,1999,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,841.0,841,GasA,Ex,Y,SBrkr,892.0,783,0,1675.0,0.0,0,2,1,3.0,1,TA,7,Typ,1.0,BuiltIn,1999.0,Fin,2.0,502.0,TA,TA,Y,0,103,0,0,0,0,0,6,2009,WD,Normal,181000.0,10.0,2.5,2516.0,30.0
1262,20,RL,80.0,9600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,6.0,1956,1956,Hip,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,504.0,Unf,0,546.0,1050,GasA,Gd,Y,SBrkr,1050.0,0,0,1050.0,0.0,0,1,0,2.0,1,TA,5,Typ,0.0,Attchd,1956.0,Unf,1.0,338.0,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,128900.0,53.0,1.0,2100.0,30.0
1263,50,RL,69.0,11250.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4.0,5.0,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0,1104.0,1104,GasA,Ex,Y,FuseA,1104.0,684,0,1788.0,1.0,0,1,0,4.5,1,TA,8,Min2,2.0,Attchd,1957.0,Unf,1.0,304.0,TA,TA,Y,120,0,0,0,0,0,0,11,2009,WD,Normal,161500.0,52.0,2.0,2892.0,20.0
1264,70,RL,60.0,13515.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6.0,6.0,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0,764.0,764,GasA,Ex,Y,FuseA,1060.0,764,0,1824.0,0.0,0,1,0,3.0,1,TA,8,Typ,1.0,Detchd,1940.0,Unf,2.0,520.0,TA,TA,N,0,0,0,0,0,0,0,7,2007,WD,Normal,180500.0,88.0,1.0,2588.0,36.0
1265,120,RH,34.0,4060.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6.0,5.0,1998,1999,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,266.0,Unf,0,1139.0,1405,GasA,Ex,Y,SBrkr,1337.0,0,0,1337.0,1.0,0,2,0,2.0,1,Gd,5,Typ,0.0,Attchd,1998.0,Fin,2.0,511.0,TA,TA,Y,144,68,0,0,0,0,0,8,2008,COD,Abnorml,181000.0,10.0,3.0,2742.0,30.0
1266,145,FV,35.0,3735.0,Pave,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7.0,5.0,1999,1999,Hip,CompShg,MetalSd,MetalSd,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,450.0,Unf,0,241.0,691,GasA,Ex,Y,SBrkr,713.0,739,0,1452.0,1.0,0,2,1,3.0,1,Gd,6,Typ,0.0,Detchd,1999.0,Unf,2.0,506.0,TA,TA,Y,0,34,0,0,0,0,0,3,2006,WD,Normal,183900.0,7.0,3.5,2143.0,35.0
1267,145,RM,60.0,10120.0,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7.0,4.0,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,925.0,925,GasA,TA,N,FuseF,964.0,925,0,1889.0,0.0,0,1,1,4.0,1,TA,9,Typ,1.0,Detchd,1960.0,Unf,1.0,308.0,TA,TA,N,0,0,0,0,0,0,0,1,2007,WD,Normal,122000.0,97.0,1.5,2814.0,28.0
1268,20,RL,89.0,13214.0,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9.0,5.0,2008,2009,Hip,CompShg,Stucco,CmentBd,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0,1685.5,2002,GasA,Ex,Y,SBrkr,2018.0,0,0,2018.0,0.0,0,2,0,3.0,1,Ex,10,Typ,1.0,Attchd,2009.0,Fin,3.0,746.0,TA,TA,Y,144,76,0,0,0,0,0,5,2010,WD,Normal,378500.0,2.0,2.0,4020.0,45.0
1269,50,RL,69.0,14100.0,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8.0,7.5,1935,1997,Gable,CompShg,Stucco,Stucco,410.625,TA,Gd,CBlock,TA,TA,Mn,Rec,192.0,Unf,0,536.0,728,GasA,Ex,Y,SBrkr,1968.0,1479,0,2747.625,0.0,0,3,1,4.0,1,Gd,10,Typ,2.0,BuiltIn,1982.0,Unf,3.0,938.25,TA,TA,Y,314,12,0,0,0,0,0,5,2008,WD,Normal,381000.0,73.0,3.5,3475.625,60.0
1270,50,RL,78.0,11344.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5.0,5.0,1958,1958,Gable,CompShg,MetalSd,MetalSd,180.0,TA,TA,CBlock,TA,TA,No,BLQ,460.0,Unf,0,414.0,874,GasW,TA,Y,FuseA,874.0,650,0,1524.0,0.0,0,1,1,3.0,1,TA,7,Typ,0.0,Attchd,1958.0,Unf,1.0,315.0,TA,TA,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,144000.0,49.0,1.5,2398.0,25.0
1271,40,RL,69.0,17673.5,Pave,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7.0,6.0,1979,1979,Shed,WdShake,Plywood,Plywood,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258.0,Unf,0,74.0,1332,GasA,TA,Y,SBrkr,1332.0,192,0,1524.0,2.0,0,0,1,0.5,1,Gd,4,Typ,1.0,Attchd,1979.0,Fin,2.0,586.0,TA,TA,Y,268,0,0,0,0,0,0,4,2010,WD,Normal,260000.0,31.0,2.5,2856.0,42.0
1272,20,RL,69.0,9156.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6.0,7.0,1968,1968,Hip,CompShg,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,1489.0,1489,GasA,Gd,Y,SBrkr,1489.0,0,0,1489.0,0.0,0,2,0,3.0,1,Gd,7,Typ,1.0,Attchd,1968.0,RFn,2.0,462.0,TA,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,185750.0,41.0,2.0,2978.0,42.0
1273,20,RL,69.0,13526.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,6.0,1965,1965,Hip,CompShg,HdBoard,Plywood,114.0,TA,TA,CBlock,TA,TA,No,BLQ,560.0,LwQ,0,0.0,935,GasA,TA,Y,SBrkr,935.0,0,0,935.0,1.0,0,1,0,3.0,1,TA,5,Typ,0.0,Attchd,1965.0,Unf,1.0,288.0,TA,TA,Y,180,0,0,0,0,0,0,11,2006,WD,Normal,137000.0,41.0,2.0,1870.0,30.0
1274,80,RL,107.5,11512.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6.0,7.0,1959,2006,Gable,CompShg,Plywood,Plywood,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719.0,Unf,0,300.0,1019,GasA,Gd,Y,SBrkr,1357.0,0,0,1357.0,1.0,0,1,0,2.0,1,Ex,5,Typ,1.0,Basment,1959.0,RFn,1.0,312.0,TA,TA,Y,0,0,0,0,0,0,0,5,2008,WD,Normal,177000.0,49.0,2.0,2376.0,42.0
1275,50,RL,53.0,5362.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5.0,6.0,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0,661.0,661,GasA,Ex,Y,SBrkr,661.0,589,0,1250.0,0.0,0,2,0,3.0,1,TA,8,Typ,1.0,Detchd,1985.0,Unf,2.0,552.0,TA,TA,Y,242,0,0,0,0,0,0,11,2007,WD,Normal,139000.0,97.0,2.0,1911.0,30.0
1276,90,RL,95.0,11345.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5.0,5.0,1948,1950,Gable,Roll,AsbShng,AsbShng,410.625,TA,TA,CBlock,TA,TA,No,Rec,220.0,Unf,0,708.0,928,GasA,Gd,Y,FuseA,928.0,992,0,1920.0,0.0,0,2,0,4.0,1,TA,10,Typ,0.0,Detchd,1948.0,Unf,2.0,400.0,TA,Fa,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,137000.0,59.0,2.0,2848.0,25.0
1277,60,RL,69.0,12936.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6.0,6.0,1972,1972,Gable,CompShg,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,593.0,Unf,0,130.0,723,GasA,TA,Y,SBrkr,735.0,660,0,1395.0,0.0,0,1,1,3.0,1,TA,6,Typ,1.0,Attchd,1972.0,Unf,2.0,497.0,TA,TA,Y,294,116,0,0,0,0,0,12,2009,WD,Normal,162000.0,37.0,1.5,2118.0,36.0
1278,80,RL,69.0,17673.5,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6.0,5.0,1967,1976,Gable,CompShg,HdBoard,HdBoard,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,528.0,Unf,0,1152.0,1680,GasA,Fa,Y,SBrkr,1724.0,0,0,1724.0,1.0,0,1,1,3.0,1,TA,7,Typ,1.0,Attchd,1967.0,RFn,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,197900.0,42.0,2.5,3404.0,30.0
1279,60,RL,75.0,9473.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8.0,5.0,2002,2002,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,804.0,Unf,0,324.0,1128,GasA,Ex,Y,SBrkr,1128.0,903,0,2031.0,1.0,0,2,1,3.0,1,Gd,7,Typ,1.0,Attchd,2002.0,RFn,2.0,577.0,TA,TA,Y,0,170,0,0,0,0,0,3,2008,WD,Normal,237000.0,6.0,3.5,3159.0,40.0
1280,50,C (all),60.0,7500.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4.0,4.0,1920,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0,698.0,698,GasA,TA,Y,FuseA,698.0,430,0,1128.0,0.0,0,1,0,2.0,1,TA,6,Typ,0.0,Detchd,1980.0,RFn,2.0,528.0,TA,TA,Y,30,0,0,0,0,0,0,4,2010,COD,Abnorml,68400.0,90.0,1.0,1826.0,16.0
1281,20,RL,67.0,9808.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2002,2002,Gable,CompShg,VinylSd,VinylSd,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,788.0,Unf,0,785.0,1573,GasA,Ex,Y,SBrkr,1573.0,0,0,1573.0,1.0,0,2,0,3.0,1,Gd,6,Typ,0.0,Attchd,2002.0,RFn,2.0,544.0,TA,TA,Y,0,72,0,0,0,0,0,3,2009,WD,Normal,227000.0,7.0,3.0,3146.0,35.0
1282,20,RL,50.0,8049.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7.0,5.0,1990,1990,Hip,CompShg,HdBoard,HdBoard,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,1053.0,Unf,0,256.0,1309,GasA,TA,Y,SBrkr,1339.0,0,0,1339.0,1.0,0,2,0,2.0,1,TA,6,Typ,1.0,Attchd,1990.0,Fin,2.0,484.0,Gd,Gd,Y,0,58,0,0,0,0,0,7,2006,WD,Normal,180000.0,16.0,3.0,2648.0,35.0
1283,20,RL,61.0,8800.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.0,7.0,1977,2008,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532.0,Rec,0,364.0,1040,GasA,TA,Y,SBrkr,1040.0,0,0,1040.0,0.0,0,2,0,3.0,1,Gd,5,Typ,0.0,Detchd,1977.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,0,9,2009,WD,Normal,150500.0,32.0,2.0,2080.0,35.0
1284,90,RL,94.0,9400.0,Pave,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6.0,5.0,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0,912.0,912,GasA,TA,Y,SBrkr,912.0,912,0,1824.0,0.0,0,2,2,4.0,1,TA,8,Typ,0.0,Attchd,1980.0,Unf,0.0,0.0,TA,TA,Y,128,0,0,0,0,0,0,4,2010,WD,Normal,139000.0,39.0,3.0,2736.0,30.0
1285,50,RL,50.0,9638.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6.0,7.0,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0,804.0,804,GasA,Ex,Y,SBrkr,1699.0,748,0,2447.0,0.0,0,2,0,4.0,1,Gd,10,Min2,1.0,Detchd,1969.0,Unf,1.0,336.0,TA,TA,Y,272,0,0,0,0,0,0,3,2010,WD,Normal,169000.0,91.0,2.0,3251.0,42.0
1286,50,RM,50.0,6000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6.0,6.0,1939,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0,780.0,780,GasA,Ex,Y,FuseF,825.0,587,0,1412.0,0.0,0,1,0,4.0,1,TA,6,Typ,1.0,Detchd,1939.0,Unf,1.0,280.0,TA,TA,Y,45,0,0,0,0,0,0,5,2009,WD,Normal,132500.0,70.0,1.0,2192.0,36.0
1287,20,RL,69.0,9790.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6.0,5.0,1963,1963,Hip,CompShg,HdBoard,HdBoard,410.625,TA,TA,CBlock,TA,TA,No,ALQ,569.0,Rec,0,678.0,1328,GasA,TA,Y,SBrkr,1328.0,0,0,1328.0,1.0,0,1,1,3.0,1,TA,6,Typ,2.0,Attchd,1963.0,Unf,2.0,528.0,TA,TA,Y,0,26,0,0,0,0,0,6,2010,WD,Normal,143000.0,47.0,2.5,2656.0,30.0
1288,20,RL,69.0,17673.5,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5.0,5.0,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,410.625,TA,Gd,CBlock,TA,TA,Av,Rec,812.0,Unf,0,812.0,1624,GasA,Fa,Y,SBrkr,1582.0,0,0,1582.0,0.0,0,2,0,4.0,1,TA,7,Typ,0.0,Attchd,1964.0,Unf,2.0,390.0,TA,TA,N,168,170,0,0,0,0,0,6,2006,WD,Normal,190000.0,42.0,2.0,3206.0,25.0
1289,120,RL,40.0,5664.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8.0,5.0,2000,2000,Gable,CompShg,CemntBd,CmentBd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1158.0,Unf,0,343.0,1501,GasA,Ex,Y,SBrkr,1659.0,0,0,1659.0,1.0,0,2,0,2.0,1,Ex,5,Typ,1.0,Attchd,2000.0,Fin,2.0,499.0,TA,TA,Y,212,59,0,0,0,0,0,10,2009,WD,Normal,278000.0,9.0,3.0,3160.0,40.0
